epoch,train_loss,did_eval,dev_ndcg@10,is_best,best_ndcg@10_so_far,patience_counter,epoch_elapsed_sec,lr
1,2.03506797429994,True,0.7309721600790777,True,0.7309721600790777,0,564.000337600708,0.0003333333333333333
2,1.816951727854494,True,0.7325804316561442,True,0.7325804316561442,0,601.3222825527191,0.0006666666666666666
3,1.7930866318597931,True,0.7327502564549292,True,0.7327502564549292,0,593.4505450725555,0.001
4,1.7670546206051871,True,0.7331899984458682,True,0.7331899984458682,0,587.5700023174286,0.001
5,1.7435129082948233,True,0.7321131150381314,False,0.7331899984458682,1,622.9403116703033,0.0009383716857408418
6,1.710438821560837,True,0.731281566882834,False,0.7331899984458682,2,615.4374513626099,0.0007700000000000001
7,1.6729723666717289,True,0.7301059696305358,False,0.7331899984458682,3,615.5189061164856,0.00054
8,1.6290237197855764,True,0.7282109117272157,False,0.7331899984458682,4,593.8390824794769,0.0003100000000000001
9,1.5956960827459594,True,0.7284021667509102,False,0.7331899984458682,5,634.8363573551178,0.0001416283142591582
10,1.5815096635020103,True,0.7284078823215293,False,0.7331899984458682,6,621.4121308326721,8e-05
