epoch,train_loss,did_eval,dev_ndcg@10,is_best,best_ndcg@10_so_far,patience_counter,epoch_elapsed_sec,lr
1,1.965949980794057,True,0.7175353659659651,True,0.7175353659659651,0,597.6297950744629,0.0003333333333333333
2,1.8863476310800387,True,0.720070261161437,True,0.720070261161437,0,609.1244711875916,0.0006666666666666666
3,1.8186565280086957,True,0.7200523010498222,False,0.720070261161437,1,626.4253506660461,0.001
4,1.7672439131034385,True,0.7211896474256759,True,0.7211896474256759,0,571.08256483078,0.001
5,1.7404677832097142,True,0.7202913630698119,False,0.7211896474256759,1,624.9506940841675,0.0009383716857408418
6,1.704352342273944,True,0.7215844248262747,True,0.7215844248262747,0,629.6661291122437,0.0007700000000000001
7,1.6639336232413087,True,0.7209878796978831,False,0.7215844248262747,1,583.6752021312714,0.00054
8,1.6197810801715238,True,0.7209328262912207,False,0.7215844248262747,2,642.3847343921661,0.0003100000000000001
9,1.5833707932068324,True,0.7209098319255447,False,0.7215844248262747,3,638.4024584293365,0.0001416283142591582
10,1.5607914197828103,True,0.7200521310555719,False,0.7215844248262747,4,595.4518332481384,8e-05
