epoch,train_loss,did_eval,dev_ndcg@10,is_best,best_ndcg@10_so_far,patience_counter,epoch_elapsed_sec,lr
1,2.015786836775039,True,0.703995803027851,True,0.703995803027851,0,643.6324653625488,0.0003333333333333333
2,1.9085256641480142,True,0.7065627746465917,True,0.7065627746465917,0,616.6855535507202,0.0006666666666666666
3,1.8397677101665337,True,0.7075716225012201,True,0.7075716225012201,0,598.1926612854004,0.001
4,1.7933207743728412,True,0.7085396054586584,True,0.7085396054586584,0,594.423948764801,0.001
5,1.767267370326069,True,0.70945998044604,True,0.70945998044604,0,648.9645037651062,0.0009383716857408418
6,1.731873577635415,True,0.709655260402907,True,0.709655260402907,0,658.9886221885681,0.0007700000000000001
7,1.6871530082963255,True,0.7082802507210237,False,0.709655260402907,1,648.6214768886566,0.00054
8,1.6441230597854979,True,0.708462338079083,False,0.709655260402907,2,636.4539387226105,0.0003100000000000001
9,1.6089698112610618,True,0.7088687982344896,False,0.709655260402907,3,641.3503122329712,0.0001416283142591582
10,1.5887266767692703,True,0.7092748207613732,False,0.709655260402907,4,620.0309057235718,8e-05
