retriever,dataset,system,metric,mean,std,min,max,n_seeds,seeds,seed_13,seed_21,seed_42,seed_87,seed_100
hybrid_bm25_medcpt,pubmedqa_artificial,hybrid,ndcg@5,0.717648,0.000000,0.717648,0.717648,5,13 21 42 87 100,0.717648,0.717648,0.717648,0.717648,0.717648
hybrid_bm25_medcpt,pubmedqa_artificial,hybrid,ndcg@10,0.762825,0.000000,0.762825,0.762825,5,13 21 42 87 100,0.762825,0.762825,0.762825,0.762825,0.762825
hybrid_bm25_medcpt,pubmedqa_artificial,hybrid,ndcg@20,0.794333,0.000000,0.794333,0.794333,5,13 21 42 87 100,0.794333,0.794333,0.794333,0.794333,0.794333
hybrid_bm25_medcpt,pubmedqa_artificial,hybrid,mrr,0.906817,0.000000,0.906817,0.906817,5,13 21 42 87 100,0.906817,0.906817,0.906817,0.906817,0.906817
hybrid_bm25_medcpt,pubmedqa_artificial,hybrid,mrr@10,0.906817,0.000000,0.906817,0.906817,5,13 21 42 87 100,0.906817,0.906817,0.906817,0.906817,0.906817
hybrid_bm25_medcpt,pubmedqa_artificial,hybrid,recall@5,0.698086,0.000000,0.698086,0.698086,5,13 21 42 87 100,0.698086,0.698086,0.698086,0.698086,0.698086
hybrid_bm25_medcpt,pubmedqa_artificial,hybrid,recall@10,0.800053,0.000000,0.800053,0.800053,5,13 21 42 87 100,0.800053,0.800053,0.800053,0.800053,0.800053
hybrid_bm25_medcpt,pubmedqa_artificial,hybrid,recall@20,0.890776,0.000000,0.890776,0.890776,5,13 21 42 87 100,0.890776,0.890776,0.890776,0.890776,0.890776
hybrid_bm25_medcpt,pubmedqa_artificial,hybrid,hit@5,0.959655,0.000000,0.959655,0.959655,5,13 21 42 87 100,0.959655,0.959655,0.959655,0.959655,0.959655
hybrid_bm25_medcpt,pubmedqa_artificial,hybrid,hit@10,0.977605,0.000000,0.977605,0.977605,5,13 21 42 87 100,0.977605,0.977605,0.977605,0.977605,0.977605
hybrid_bm25_medcpt,pubmedqa_artificial,hybrid,hit@20,0.987540,0.000000,0.987540,0.987540,5,13 21 42 87 100,0.987540,0.987540,0.987540,0.987540,0.987540
hybrid_bm25_medcpt,pubmedqa_artificial,hybrid,hit@50,0.992370,0.000000,0.992370,0.992370,5,13 21 42 87 100,0.992370,0.992370,0.992370,0.992370,0.992370
hybrid_bm25_medcpt,pubmedqa_artificial,hybrid,ndcg@100,0.821389,0.000000,0.821389,0.821389,5,13 21 42 87 100,0.821389,0.821389,0.821389,0.821389,0.821389
hybrid_bm25_medcpt,pubmedqa_artificial,hybrid,ndcg@50,0.812161,0.000000,0.812161,0.812161,5,13 21 42 87 100,0.812161,0.812161,0.812161,0.812161,0.812161
hybrid_bm25_medcpt,pubmedqa_artificial,hybrid,recall@100,0.996926,0.000000,0.996926,0.996926,5,13 21 42 87 100,0.996926,0.996926,0.996926,0.996926,0.996926
hybrid_bm25_medcpt,pubmedqa_artificial,hybrid,recall@50,0.956325,0.000000,0.956325,0.956325,5,13 21 42 87 100,0.956325,0.956325,0.956325,0.956325,0.956325
hybrid_bm25_medcpt,pubmedqa_artificial,oracle_alpha,ndcg@10,0.849250,0.000000,0.849250,0.849250,5,13 21 42 87 100,0.849250,0.849250,0.849250,0.849250,0.849250
hybrid_bm25_medcpt,pubmedqa_artificial,oracle_alpha,best_alpha_mean,0.091788,0.000000,0.091788,0.091788,5,13 21 42 87 100,0.091788,0.091788,0.091788,0.091788,0.091788
hybrid_bm25_medcpt,pubmedqa_artificial,oracle_alpha,best_alpha_std,0.214542,0.000000,0.214542,0.214542,5,13 21 42 87 100,0.214542,0.214542,0.214542,0.214542,0.214542
hybrid_bm25_medcpt,pubmedqa_artificial,oracle_alpha,invariant_fraction,0.151525,0.000000,0.151525,0.151525,5,13 21 42 87 100,0.151525,0.151525,0.151525,0.151525,0.151525
hybrid_bm25_medcpt,pubmedqa_artificial,oracle_alpha,ndcg@10_gold_in_pool,0.851869,0.000000,0.851869,0.851869,5,13 21 42 87 100,0.851869,0.851869,0.851869,0.851869,0.851869
hybrid_bm25_medcpt,pubmedqa_artificial,oracle_alpha,tie_fraction,0.408105,0.000000,0.408105,0.408105,5,13 21 42 87 100,0.408105,0.408105,0.408105,0.408105,0.408105
hybrid_bm25_medcpt,pubmedqa_artificial,oracle_rerank,ndcg@10,0.996926,0.000000,0.996926,0.996926,5,13 21 42 87 100,0.996926,0.996926,0.996926,0.996926,0.996926
hybrid_bm25_medcpt,pubmedqa_artificial,pool,recall,0.996926,0.000000,0.996926,0.996926,5,13 21 42 87 100,0.996926,0.996926,0.996926,0.996926,0.996926
hybrid_bm25_medcpt,pubmedqa_artificial,rrf,ndcg@5,0.704791,0.000000,0.704791,0.704791,5,13 21 42 87 100,0.704791,0.704791,0.704791,0.704791,0.704791
hybrid_bm25_medcpt,pubmedqa_artificial,rrf,ndcg@10,0.754091,0.000000,0.754091,0.754091,5,13 21 42 87 100,0.754091,0.754091,0.754091,0.754091,0.754091
hybrid_bm25_medcpt,pubmedqa_artificial,rrf,ndcg@20,0.783851,0.000000,0.783851,0.783851,5,13 21 42 87 100,0.783851,0.783851,0.783851,0.783851,0.783851
hybrid_bm25_medcpt,pubmedqa_artificial,rrf,mrr,0.895562,0.000000,0.895562,0.895562,5,13 21 42 87 100,0.895562,0.895562,0.895562,0.895562,0.895562
hybrid_bm25_medcpt,pubmedqa_artificial,rrf,mrr@10,0.895562,0.000000,0.895562,0.895562,5,13 21 42 87 100,0.895562,0.895562,0.895562,0.895562,0.895562
hybrid_bm25_medcpt,pubmedqa_artificial,rrf,recall@5,0.690125,0.000000,0.690125,0.690125,5,13 21 42 87 100,0.690125,0.690125,0.690125,0.690125,0.690125
hybrid_bm25_medcpt,pubmedqa_artificial,rrf,recall@10,0.801027,0.000000,0.801027,0.801027,5,13 21 42 87 100,0.801027,0.801027,0.801027,0.801027,0.801027
hybrid_bm25_medcpt,pubmedqa_artificial,rrf,recall@20,0.886202,0.000000,0.886202,0.886202,5,13 21 42 87 100,0.886202,0.886202,0.886202,0.886202,0.886202
hybrid_bm25_medcpt,pubmedqa_artificial,rrf,hit@5,0.960424,0.000000,0.960424,0.960424,5,13 21 42 87 100,0.960424,0.960424,0.960424,0.960424,0.960424
hybrid_bm25_medcpt,pubmedqa_artificial,rrf,hit@10,0.980678,0.000000,0.980678,0.980678,5,13 21 42 87 100,0.980678,0.980678,0.980678,0.980678,0.980678
hybrid_bm25_medcpt,pubmedqa_artificial,rrf,hit@20,0.989845,0.000000,0.989845,0.989845,5,13 21 42 87 100,0.989845,0.989845,0.989845,0.989845,0.989845
hybrid_bm25_medcpt,pubmedqa_artificial,rrf,hit@50,0.994895,0.000000,0.994895,0.994895,5,13 21 42 87 100,0.994895,0.994895,0.994895,0.994895,0.994895
hybrid_bm25_medcpt,pubmedqa_artificial,rrf,ndcg@100,0.811853,0.000000,0.811853,0.811853,5,13 21 42 87 100,0.811853,0.811853,0.811853,0.811853,0.811853
hybrid_bm25_medcpt,pubmedqa_artificial,rrf,ndcg@50,0.803007,0.000000,0.803007,0.803007,5,13 21 42 87 100,0.803007,0.803007,0.803007,0.803007,0.803007
hybrid_bm25_medcpt,pubmedqa_artificial,rrf,recall@100,0.996926,0.000000,0.996926,0.996926,5,13 21 42 87 100,0.996926,0.996926,0.996926,0.996926,0.996926
hybrid_bm25_medcpt,pubmedqa_artificial,rrf,recall@50,0.956891,0.000000,0.956891,0.956891,5,13 21 42 87 100,0.956891,0.956891,0.956891,0.956891,0.956891
hybrid_bm25_medcpt,pubmedqa_artificial,sparse,ndcg@5,0.592752,0.000000,0.592752,0.592752,5,13 21 42 87 100,0.592752,0.592752,0.592752,0.592752,0.592752
hybrid_bm25_medcpt,pubmedqa_artificial,sparse,ndcg@10,0.621780,0.000000,0.621780,0.621780,5,13 21 42 87 100,0.621780,0.621780,0.621780,0.621780,0.621780
hybrid_bm25_medcpt,pubmedqa_artificial,sparse,ndcg@20,0.641759,0.000000,0.641759,0.641759,5,13 21 42 87 100,0.641759,0.641759,0.641759,0.641759,0.641759
hybrid_bm25_medcpt,pubmedqa_artificial,sparse,mrr,0.827973,0.000000,0.827973,0.827973,5,13 21 42 87 100,0.827973,0.827973,0.827973,0.827973,0.827973
hybrid_bm25_medcpt,pubmedqa_artificial,sparse,mrr@10,0.827973,0.000000,0.827973,0.827973,5,13 21 42 87 100,0.827973,0.827973,0.827973,0.827973,0.827973
hybrid_bm25_medcpt,pubmedqa_artificial,sparse,recall@5,0.561822,0.000000,0.561822,0.561822,5,13 21 42 87 100,0.561822,0.561822,0.561822,0.561822,0.561822
hybrid_bm25_medcpt,pubmedqa_artificial,sparse,recall@10,0.627394,0.000000,0.627394,0.627394,5,13 21 42 87 100,0.627394,0.627394,0.627394,0.627394,0.627394
hybrid_bm25_medcpt,pubmedqa_artificial,sparse,recall@20,0.685252,0.000000,0.685252,0.685252,5,13 21 42 87 100,0.685252,0.685252,0.685252,0.685252,0.685252
hybrid_bm25_medcpt,pubmedqa_artificial,sparse,hit@5,0.899660,0.000000,0.899660,0.899660,5,13 21 42 87 100,0.899660,0.899660,0.899660,0.899660,0.899660
hybrid_bm25_medcpt,pubmedqa_artificial,sparse,hit@10,0.930069,0.000000,0.930069,0.930069,5,13 21 42 87 100,0.930069,0.930069,0.930069,0.930069,0.930069
hybrid_bm25_medcpt,pubmedqa_artificial,sparse,hit@20,0.952519,0.000000,0.952519,0.952519,5,13 21 42 87 100,0.952519,0.952519,0.952519,0.952519,0.952519
hybrid_bm25_medcpt,pubmedqa_artificial,sparse,hit@50,0.971457,0.000000,0.971457,0.971457,5,13 21 42 87 100,0.971457,0.971457,0.971457,0.971457,0.971457
hybrid_bm25_medcpt,pubmedqa_artificial,sparse,ndcg@100,0.712125,0.000000,0.712125,0.712125,5,13 21 42 87 100,0.712125,0.712125,0.712125,0.712125,0.712125
hybrid_bm25_medcpt,pubmedqa_artificial,sparse,ndcg@50,0.660473,0.000000,0.660473,0.660473,5,13 21 42 87 100,0.660473,0.660473,0.660473,0.660473,0.660473
hybrid_bm25_medcpt,pubmedqa_artificial,sparse,recall@100,0.996926,0.000000,0.996926,0.996926,5,13 21 42 87 100,0.996926,0.996926,0.996926,0.996926,0.996926
hybrid_bm25_medcpt,pubmedqa_artificial,sparse,recall@50,0.754602,0.000000,0.754602,0.754602,5,13 21 42 87 100,0.754602,0.754602,0.754602,0.754602,0.754602
hybrid_bm25_medcpt,pubmedqa_labeled,dense,ndcg@5,0.886548,0.000000,0.886548,0.886548,5,13 21 42 87 100,0.886548,0.886548,0.886548,0.886548,0.886548
hybrid_bm25_medcpt,pubmedqa_labeled,dense,ndcg@10,0.913221,0.000000,0.913221,0.913221,5,13 21 42 87 100,0.913221,0.913221,0.913221,0.913221,0.913221
hybrid_bm25_medcpt,pubmedqa_labeled,dense,ndcg@20,0.927172,0.000000,0.927172,0.927172,5,13 21 42 87 100,0.927172,0.927172,0.927172,0.927172,0.927172
hybrid_bm25_medcpt,pubmedqa_labeled,dense,mrr,0.982216,0.000000,0.982216,0.982216,5,13 21 42 87 100,0.982216,0.982216,0.982216,0.982216,0.982216
hybrid_bm25_medcpt,pubmedqa_labeled,dense,mrr@10,0.982216,0.000000,0.982216,0.982216,5,13 21 42 87 100,0.982216,0.982216,0.982216,0.982216,0.982216
hybrid_bm25_medcpt,pubmedqa_labeled,dense,recall@5,0.869393,0.000000,0.869393,0.869393,5,13 21 42 87 100,0.869393,0.869393,0.869393,0.869393,0.869393
hybrid_bm25_medcpt,pubmedqa_labeled,dense,recall@10,0.929374,0.000000,0.929374,0.929374,5,13 21 42 87 100,0.929374,0.929374,0.929374,0.929374,0.929374
hybrid_bm25_medcpt,pubmedqa_labeled,dense,recall@20,0.966614,0.000000,0.966614,0.966614,5,13 21 42 87 100,0.966614,0.966614,0.966614,0.966614,0.966614
hybrid_bm25_medcpt,pubmedqa_labeled,dense,hit@5,0.994000,0.000000,0.994000,0.994000,5,13 21 42 87 100,0.994000,0.994000,0.994000,0.994000,0.994000
hybrid_bm25_medcpt,pubmedqa_labeled,dense,hit@10,0.997000,0.000000,0.997000,0.997000,5,13 21 42 87 100,0.997000,0.997000,0.997000,0.997000,0.997000
hybrid_bm25_medcpt,pubmedqa_labeled,dense,hit@20,0.999000,0.000000,0.999000,0.999000,5,13 21 42 87 100,0.999000,0.999000,0.999000,0.999000,0.999000
hybrid_bm25_medcpt,pubmedqa_labeled,dense,hit@50,1.000000,0.000000,1.000000,1.000000,5,13 21 42 87 100,1.000000,1.000000,1.000000,1.000000,1.000000
hybrid_bm25_medcpt,pubmedqa_labeled,dense,ndcg@100,0.936607,0.000000,0.936607,0.936607,5,13 21 42 87 100,0.936607,0.936607,0.936607,0.936607,0.936607
hybrid_bm25_medcpt,pubmedqa_labeled,dense,ndcg@50,0.934846,0.000000,0.934846,0.934846,5,13 21 42 87 100,0.934846,0.934846,0.934846,0.934846,0.934846
hybrid_bm25_medcpt,pubmedqa_labeled,dense,recall@100,1.000000,0.000000,1.000000,1.000000,5,13 21 42 87 100,1.000000,1.000000,1.000000,1.000000,1.000000
hybrid_bm25_medcpt,pubmedqa_labeled,dense,recall@50,0.992574,0.000000,0.992574,0.992574,5,13 21 42 87 100,0.992574,0.992574,0.992574,0.992574,0.992574
hybrid_bm25_medcpt,pubmedqa_labeled,gardian,ndcg@5,0.891612,0.002843,0.889156,0.895431,5,13 21 42 87 100,0.893814,0.889156,0.895431,0.890331,0.889327
hybrid_bm25_medcpt,pubmedqa_labeled,gardian,ndcg@10,0.916621,0.002901,0.913837,0.920783,5,13 21 42 87 100,0.918420,0.913837,0.920783,0.914643,0.915422
hybrid_bm25_medcpt,pubmedqa_labeled,gardian,ndcg@20,0.930706,0.002503,0.928559,0.934114,5,13 21 42 87 100,0.932570,0.928655,0.934114,0.928559,0.929631
hybrid_bm25_medcpt,pubmedqa_labeled,gardian,mrr,0.988320,0.001174,0.987203,0.989846,5,13 21 42 87 100,0.989156,0.988182,0.989846,0.987203,0.987215
hybrid_bm25_medcpt,pubmedqa_labeled,gardian,mrr@10,0.988320,0.001174,0.987203,0.989846,5,13 21 42 87 100,0.989156,0.988182,0.989846,0.987203,0.987215
hybrid_bm25_medcpt,pubmedqa_labeled,gardian,recall@5,0.874369,0.002628,0.871452,0.877719,5,13 21 42 87 100,0.876436,0.871452,0.877719,0.873619,0.872619
hybrid_bm25_medcpt,pubmedqa_labeled,gardian,recall@10,0.930547,0.003033,0.926640,0.934474,5,13 21 42 87 100,0.931640,0.926640,0.934474,0.928524,0.931457
hybrid_bm25_medcpt,pubmedqa_labeled,gardian,recall@20,0.968314,0.001716,0.966310,0.969845,5,13 21 42 87 100,0.969262,0.966593,0.969845,0.966310,0.969560
hybrid_bm25_medcpt,pubmedqa_labeled,gardian,hit@5,0.995000,0.000707,0.994000,0.996000,5,13 21 42 87 100,0.995000,0.995000,0.996000,0.994000,0.995000
hybrid_bm25_medcpt,pubmedqa_labeled,gardian,hit@10,0.998400,0.000894,0.997000,0.999000,5,13 21 42 87 100,0.999000,0.998000,0.999000,0.997000,0.999000
hybrid_bm25_medcpt,pubmedqa_labeled,gardian,hit@20,1.000000,0.000000,1.000000,1.000000,5,13 21 42 87 100,1.000000,1.000000,1.000000,1.000000,1.000000
hybrid_bm25_medcpt,pubmedqa_labeled,gardian,hit@50,1.000000,0.000000,1.000000,1.000000,5,13 21 42 87 100,1.000000,1.000000,1.000000,1.000000,1.000000
hybrid_bm25_medcpt,pubmedqa_labeled,gardian,ndcg@100,0.939942,0.002118,0.938405,0.942896,5,13 21 42 87 100,0.941501,0.938405,0.942896,0.938413,0.938496
hybrid_bm25_medcpt,pubmedqa_labeled,gardian,ndcg@50,0.938555,0.002217,0.936788,0.941595,5,13 21 42 87 100,0.940249,0.936952,0.941595,0.936788,0.937189
hybrid_bm25_medcpt,pubmedqa_labeled,gardian,recall@100,1.000000,0.000000,1.000000,1.000000,5,13 21 42 87 100,1.000000,1.000000,1.000000,1.000000,1.000000
hybrid_bm25_medcpt,pubmedqa_labeled,gardian,recall@50,0.994519,0.000608,0.993624,0.995124,5,13 21 42 87 100,0.995124,0.994183,0.994874,0.993624,0.994790
hybrid_bm25_medcpt,pubmedqa_labeled,global_alpha,alpha_sparse,0.370000,0.000000,0.370000,0.370000,5,13 21 42 87 100,0.370000,0.370000,0.370000,0.370000,0.370000
hybrid_bm25_medcpt,pubmedqa_labeled,hybrid,ndcg@5,0.889526,0.000000,0.889526,0.889526,5,13 21 42 87 100,0.889526,0.889526,0.889526,0.889526,0.889526
hybrid_bm25_medcpt,pubmedqa_labeled,hybrid,ndcg@10,0.915115,0.000000,0.915115,0.915115,5,13 21 42 87 100,0.915115,0.915115,0.915115,0.915115,0.915115
hybrid_bm25_medcpt,pubmedqa_labeled,hybrid,ndcg@20,0.930882,0.000000,0.930882,0.930882,5,13 21 42 87 100,0.930882,0.930882,0.930882,0.930882,0.930882
hybrid_bm25_medcpt,pubmedqa_labeled,hybrid,mrr,0.990275,0.000000,0.990275,0.990275,5,13 21 42 87 100,0.990275,0.990275,0.990275,0.990275,0.990275
hybrid_bm25_medcpt,pubmedqa_labeled,hybrid,mrr@10,0.990275,0.000000,0.990275,0.990275,5,13 21 42 87 100,0.990275,0.990275,0.990275,0.990275,0.990275
hybrid_bm25_medcpt,pubmedqa_labeled,hybrid,recall@5,0.869502,0.000000,0.869502,0.869502,5,13 21 42 87 100,0.869502,0.869502,0.869502,0.869502,0.869502
hybrid_bm25_medcpt,pubmedqa_labeled,hybrid,recall@10,0.926107,0.000000,0.926107,0.926107,5,13 21 42 87 100,0.926107,0.926107,0.926107,0.926107,0.926107
hybrid_bm25_medcpt,pubmedqa_labeled,hybrid,recall@20,0.968769,0.000000,0.968769,0.968769,5,13 21 42 87 100,0.968769,0.968769,0.968769,0.968769,0.968769
hybrid_bm25_medcpt,pubmedqa_labeled,hybrid,hit@5,0.997000,0.000000,0.997000,0.997000,5,13 21 42 87 100,0.997000,0.997000,0.997000,0.997000,0.997000
hybrid_bm25_medcpt,pubmedqa_labeled,hybrid,hit@10,0.999000,0.000000,0.999000,0.999000,5,13 21 42 87 100,0.999000,0.999000,0.999000,0.999000,0.999000
hybrid_bm25_medcpt,pubmedqa_labeled,hybrid,hit@20,1.000000,0.000000,1.000000,1.000000,5,13 21 42 87 100,1.000000,1.000000,1.000000,1.000000,1.000000
hybrid_bm25_medcpt,pubmedqa_labeled,hybrid,hit@50,1.000000,0.000000,1.000000,1.000000,5,13 21 42 87 100,1.000000,1.000000,1.000000,1.000000,1.000000
hybrid_bm25_medcpt,pubmedqa_labeled,hybrid,ndcg@100,0.939910,0.000000,0.939910,0.939910,5,13 21 42 87 100,0.939910,0.939910,0.939910,0.939910,0.939910
hybrid_bm25_medcpt,pubmedqa_labeled,hybrid,ndcg@50,0.938052,0.000000,0.938052,0.938052,5,13 21 42 87 100,0.938052,0.938052,0.938052,0.938052,0.938052
hybrid_bm25_medcpt,pubmedqa_labeled,hybrid,recall@100,1.000000,0.000000,1.000000,1.000000,5,13 21 42 87 100,1.000000,1.000000,1.000000,1.000000,1.000000
hybrid_bm25_medcpt,pubmedqa_labeled,hybrid,recall@50,0.992574,0.000000,0.992574,0.992574,5,13 21 42 87 100,0.992574,0.992574,0.992574,0.992574,0.992574
hybrid_bm25_medcpt,pubmedqa_labeled,oracle_alpha,ndcg@10,0.945614,0.000000,0.945614,0.945614,5,13 21 42 87 100,0.945614,0.945614,0.945614,0.945614,0.945614
hybrid_bm25_medcpt,pubmedqa_labeled,oracle_alpha,best_alpha_mean,0.048840,0.000000,0.048840,0.048840,5,13 21 42 87 100,0.048840,0.048840,0.048840,0.048840,0.048840
hybrid_bm25_medcpt,pubmedqa_labeled,oracle_alpha,best_alpha_std,0.136780,0.000000,0.136780,0.136780,5,13 21 42 87 100,0.136780,0.136780,0.136780,0.136780,0.136780
hybrid_bm25_medcpt,pubmedqa_labeled,oracle_alpha,invariant_fraction,0.288000,0.000000,0.288000,0.288000,5,13 21 42 87 100,0.288000,0.288000,0.288000,0.288000,0.288000
hybrid_bm25_medcpt,pubmedqa_labeled,oracle_alpha,ndcg@10_gold_in_pool,0.945614,0.000000,0.945614,0.945614,5,13 21 42 87 100,0.945614,0.945614,0.945614,0.945614,0.945614
hybrid_bm25_medcpt,pubmedqa_labeled,oracle_alpha,tie_fraction,0.534089,0.000000,0.534089,0.534089,5,13 21 42 87 100,0.534089,0.534089,0.534089,0.534089,0.534089
hybrid_bm25_medcpt,pubmedqa_labeled,oracle_rerank,ndcg@10,1.000000,0.000000,1.000000,1.000000,5,13 21 42 87 100,1.000000,1.000000,1.000000,1.000000,1.000000
hybrid_bm25_medcpt,pubmedqa_labeled,pool,recall,1.000000,0.000000,1.000000,1.000000,5,13 21 42 87 100,1.000000,1.000000,1.000000,1.000000,1.000000
hybrid_bm25_medcpt,pubmedqa_labeled,rrf,ndcg@5,0.845889,0.000000,0.845889,0.845889,5,13 21 42 87 100,0.845889,0.845889,0.845889,0.845889,0.845889
hybrid_bm25_medcpt,pubmedqa_labeled,rrf,ndcg@10,0.877205,0.000000,0.877205,0.877205,5,13 21 42 87 100,0.877205,0.877205,0.877205,0.877205,0.877205
hybrid_bm25_medcpt,pubmedqa_labeled,rrf,ndcg@20,0.902794,0.000000,0.902794,0.902794,5,13 21 42 87 100,0.902794,0.902794,0.902794,0.902794,0.902794
hybrid_bm25_medcpt,pubmedqa_labeled,rrf,mrr,0.978289,0.000000,0.978289,0.978289,5,13 21 42 87 100,0.978289,0.978289,0.978289,0.978289,0.978289
hybrid_bm25_medcpt,pubmedqa_labeled,rrf,mrr@10,0.978289,0.000000,0.978289,0.978289,5,13 21 42 87 100,0.978289,0.978289,0.978289,0.978289,0.978289
hybrid_bm25_medcpt,pubmedqa_labeled,rrf,recall@5,0.822376,0.000000,0.822376,0.822376,5,13 21 42 87 100,0.822376,0.822376,0.822376,0.822376,0.822376
hybrid_bm25_medcpt,pubmedqa_labeled,rrf,recall@10,0.891748,0.000000,0.891748,0.891748,5,13 21 42 87 100,0.891748,0.891748,0.891748,0.891748,0.891748
hybrid_bm25_medcpt,pubmedqa_labeled,rrf,recall@20,0.961526,0.000000,0.961526,0.961526,5,13 21 42 87 100,0.961526,0.961526,0.961526,0.961526,0.961526
hybrid_bm25_medcpt,pubmedqa_labeled,rrf,hit@5,0.992000,0.000000,0.992000,0.992000,5,13 21 42 87 100,0.992000,0.992000,0.992000,0.992000,0.992000
hybrid_bm25_medcpt,pubmedqa_labeled,rrf,hit@10,0.996000,0.000000,0.996000,0.996000,5,13 21 42 87 100,0.996000,0.996000,0.996000,0.996000,0.996000
hybrid_bm25_medcpt,pubmedqa_labeled,rrf,hit@20,0.999000,0.000000,0.999000,0.999000,5,13 21 42 87 100,0.999000,0.999000,0.999000,0.999000,0.999000
hybrid_bm25_medcpt,pubmedqa_labeled,rrf,hit@50,1.000000,0.000000,1.000000,1.000000,5,13 21 42 87 100,1.000000,1.000000,1.000000,1.000000,1.000000
hybrid_bm25_medcpt,pubmedqa_labeled,rrf,ndcg@100,0.913671,0.000000,0.913671,0.913671,5,13 21 42 87 100,0.913671,0.913671,0.913671,0.913671,0.913671
hybrid_bm25_medcpt,pubmedqa_labeled,rrf,ndcg@50,0.911149,0.000000,0.911149,0.911149,5,13 21 42 87 100,0.911149,0.911149,0.911149,0.911149,0.911149
hybrid_bm25_medcpt,pubmedqa_labeled,rrf,recall@100,1.000000,0.000000,1.000000,1.000000,5,13 21 42 87 100,1.000000,1.000000,1.000000,1.000000,1.000000
hybrid_bm25_medcpt,pubmedqa_labeled,rrf,recall@50,0.989917,0.000000,0.989917,0.989917,5,13 21 42 87 100,0.989917,0.989917,0.989917,0.989917,0.989917
hybrid_bm25_medcpt,pubmedqa_labeled,sparse,ndcg@5,0.762286,0.000000,0.762286,0.762286,5,13 21 42 87 100,0.762286,0.762286,0.762286,0.762286,0.762286
hybrid_bm25_medcpt,pubmedqa_labeled,sparse,ndcg@10,0.789616,0.000000,0.789616,0.789616,5,13 21 42 87 100,0.789616,0.789616,0.789616,0.789616,0.789616
hybrid_bm25_medcpt,pubmedqa_labeled,sparse,ndcg@20,0.804957,0.000000,0.804957,0.804957,5,13 21 42 87 100,0.804957,0.804957,0.804957,0.804957,0.804957
hybrid_bm25_medcpt,pubmedqa_labeled,sparse,mrr,0.958119,0.000000,0.958119,0.958119,5,13 21 42 87 100,0.958119,0.958119,0.958119,0.958119,0.958119
hybrid_bm25_medcpt,pubmedqa_labeled,sparse,mrr@10,0.958119,0.000000,0.958119,0.958119,5,13 21 42 87 100,0.958119,0.958119,0.958119,0.958119,0.958119
hybrid_bm25_medcpt,pubmedqa_labeled,sparse,recall@5,0.722724,0.000000,0.722724,0.722724,5,13 21 42 87 100,0.722724,0.722724,0.722724,0.722724,0.722724
hybrid_bm25_medcpt,pubmedqa_labeled,sparse,recall@10,0.783519,0.000000,0.783519,0.783519,5,13 21 42 87 100,0.783519,0.783519,0.783519,0.783519,0.783519
hybrid_bm25_medcpt,pubmedqa_labeled,sparse,recall@20,0.825771,0.000000,0.825771,0.825771,5,13 21 42 87 100,0.825771,0.825771,0.825771,0.825771,0.825771
hybrid_bm25_medcpt,pubmedqa_labeled,sparse,hit@5,0.978000,0.000000,0.978000,0.978000,5,13 21 42 87 100,0.978000,0.978000,0.978000,0.978000,0.978000
hybrid_bm25_medcpt,pubmedqa_labeled,sparse,hit@10,0.981000,0.000000,0.981000,0.981000,5,13 21 42 87 100,0.981000,0.981000,0.981000,0.981000,0.981000
hybrid_bm25_medcpt,pubmedqa_labeled,sparse,hit@20,0.986000,0.000000,0.986000,0.986000,5,13 21 42 87 100,0.986000,0.986000,0.986000,0.986000,0.986000
hybrid_bm25_medcpt,pubmedqa_labeled,sparse,hit@50,0.990000,0.000000,0.990000,0.990000,5,13 21 42 87 100,0.990000,0.990000,0.990000,0.990000,0.990000
hybrid_bm25_medcpt,pubmedqa_labeled,sparse,ndcg@100,0.847013,0.000000,0.847013,0.847013,5,13 21 42 87 100,0.847013,0.847013,0.847013,0.847013,0.847013
hybrid_bm25_medcpt,pubmedqa_labeled,sparse,ndcg@50,0.819244,0.000000,0.819244,0.819244,5,13 21 42 87 100,0.819244,0.819244,0.819244,0.819244,0.819244
hybrid_bm25_medcpt,pubmedqa_labeled,sparse,recall@100,1.000000,0.000000,1.000000,1.000000,5,13 21 42 87 100,1.000000,1.000000,1.000000,1.000000,1.000000
hybrid_bm25_medcpt,pubmedqa_labeled,sparse,recall@50,0.876824,0.000000,0.876824,0.876824,5,13 21 42 87 100,0.876824,0.876824,0.876824,0.876824,0.876824
hybrid_spladepp_faiss,medmcqa,dense,ndcg@5,0.296361,0.000000,0.296361,0.296361,5,13 21 42 87 100,0.296361,0.296361,0.296361,0.296361,0.296361
hybrid_spladepp_faiss,medmcqa,dense,ndcg@10,0.328145,0.000000,0.328145,0.328145,5,13 21 42 87 100,0.328145,0.328145,0.328145,0.328145,0.328145
hybrid_spladepp_faiss,medmcqa,dense,ndcg@20,0.353000,0.000000,0.353000,0.353000,5,13 21 42 87 100,0.353000,0.353000,0.353000,0.353000,0.353000
hybrid_spladepp_faiss,medmcqa,dense,mrr,0.285676,0.000000,0.285676,0.285676,5,13 21 42 87 100,0.285676,0.285676,0.285676,0.285676,0.285676
hybrid_spladepp_faiss,medmcqa,dense,mrr@10,0.285676,0.000000,0.285676,0.285676,5,13 21 42 87 100,0.285676,0.285676,0.285676,0.285676,0.285676
hybrid_spladepp_faiss,medmcqa,dense,recall@5,0.407342,0.000000,0.407342,0.407342,5,13 21 42 87 100,0.407342,0.407342,0.407342,0.407342,0.407342
